order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price
O-12280,2024-10-03,C-0586,P-040,Family Skincare Set 040,Beauty,3,28.87
O-10108,2024-10-03,C-0026,P-018,Smart Organizer 018,Home & Kitchen,2,64.14
O-12683,2024-10-03,C-0689,P-048,Compact Puzzle 048,Toys,2,74.42
O-13997,2024-10-03,C-1035,P-049,Classic Plush Bear 049,Toys,2,87.58
O-10565,2024-10-03,C-0153,P-004,Deluxe Webcam 004,Electronics,1,25.76
O-12700,2024-10-03,C-0694,P-025,Smart Yoga Mat 025,Sports & Outdoor,1,79.94
O-11853,2024-10-03,C-0482,P-040,Family Skincare Set 040,Beauty,2,29.93
O-13968,2024-10-03,C-1027,P-033,Deluxe Running Belt 033,Sports & Outdoor,3,78.89
O-14145,2024-10-03,C-1074,P-028,Travel Running Belt 028,Sports & Outdoor,2,11.24
O-10378,2024-10-04,C-0104,P-001,Classic Headphones 001,Electronics,2,82.09
O-12118,2024-10-04,C-0550,P-049,Classic Plush Bear 049,Toys,3,88.07
O-11246,2024-10-04,C-0329,P-059,Basic Monitor Stand 059,Office,3,56.88
O-10112,2024-10-04,C-0029,P-049,Classic Plush Bear 049,Toys,3,92.09
O-10341,2024-10-04,C-0097,P-029,Deluxe Tent 029,Sports & Outdoor,3,79.88
O-11562,2024-10-04,C-0409,P-057,Max Desk Pad 057,Office,2,96.63
O-12925,2024-10-04,C-0756,P-026,Premium Backpack 026,Sports & Outdoor,1,133.85
O-10881,2024-10-04,C-0226,P-023,Max Lamp 023,Home & Kitchen,2,82.2
O-12731,2024-10-04,C-0703,P-048,Compact Puzzle 048,Toys,3,79.33
O-12494,2024-10-04,C-0640,P-039,Premium Hair Dryer 039,Beauty,1,53.74
O-11779,2024-10-05,C-0465,P-051,Mini Notebook Set 051,Office,1,51.06
O-12130,2024-10-05,C-0551,P-051,Mini Notebook Set 051,Office,1,50.33
O-11725,2024-10-05,C-0448,P-035,Classic Hair Dryer 035,Beauty,2,111.89
O-11756,2024-10-05,C-0458,P-052,Smart Desk Pad 052,Office,1,23.19
O-11635,2024-10-05,C-0428,P-010,Basic Webcam 010,Electronics,2,160.91
O-14222,2024-10-05,C-1093,P-002,Basic Speaker 002,Electronics,3,97.47
O-11401,2024-10-06,C-0371,P-020,Basic Kettle 020,Home & Kitchen,1,93.82
O-12607,2024-10-06,C-0670,P-009,Classic Power Bank 009,Electronics,3,73.24
O-11535,2024-10-06,C-0405,P-044,Premium Puzzle 044,Toys,1,24.83
O-12438,2024-10-06,C-0627,P-017,Deluxe Lamp 017,Home & Kitchen,3,146.64
O-10968,2024-10-06,C-0252,P-015,Basic Pan Set 015,Home & Kitchen,2,26.21
O-10897,2024-10-06,C-0231,P-058,Smart Pen Set 058,Office,2,96.96
O-10691,2024-10-06,C-0181,P-037,Deluxe Trimmer 037,Beauty,2,111.64
O-13861,2024-10-06,C-0996,P-011,Basic Mouse 011,Electronics,2,63.63
O-12795,2024-10-07,C-0718,P-056,Pro Notebook Set 056,Office,3,103.99
O-12023,2024-10-07,C-0523,P-005,Travel Mouse 005,Electronics,2,155.49
O-10718,2024-10-07,C-0186,P-017,Deluxe Lamp 017,Home & Kitchen,1,145.46
O-13002,2024-10-07,C-0775,P-027,Travel Water Bottle 027,Sports & Outdoor,1,83.63
O-14045,2024-10-07,C-1049,P-021,Basic Pan Set 021,Home & Kitchen,2,9.04
O-12091,2024-10-07,C-0541,P-049,Classic Plush Bear 049,Toys,3,91.33
O-10498,2024-10-07,C-0138,P-053,Basic Pen Set 053,Office,2,152.4
O-10592,2024-10-07,C-0158,P-050,Family Race Track 050,Toys,2,58.31
O-10858,2024-10-07,C-0221,P-038,Classic Mirror 038,Beauty,4,62.09
O-10874,2024-10-07,C-0225,P-049,Classic Plush Bear 049,Toys,4,88.1
O-10468,2024-10-07,C-0131,P-006,Eco Keyboard 006,Electronics,3,127.79
O-10256,2024-10-08,C-0075,P-036,Classic Skincare Set 036,Beauty,3,30.9
O-11441,2024-10-08,C-0382,P-019,Smart Blender 019,Home & Kitchen,2,62.15
O-14298,2024-10-08,C-1112,P-052,Smart Desk Pad 052,Office,2,24.05
O-12097,2024-10-08,C-0545,P-001,Classic Headphones 001,Electronics,2,80.69
O-12928,2024-10-08,C-0757,P-028,Travel Running Belt 028,Sports & Outdoor,3,11.73
O-12460,2024-10-08,C-0632,P-010,Basic Webcam 010,Electronics,1,152.56
O-11774,2024-10-08,C-0462,P-034,Family Tent 034,Sports & Outdoor,1,27.64
O-11295,2024-10-08,C-0342,P-058,Smart Pen Set 058,Office,2,93.16
O-13564,2024-10-08,C-0924,P-023,Max Lamp 023,Home & Kitchen,1,77.01
O-12450,2024-10-08,C-0630,P-055,Max Chair Cushion 055,Office,2,149.59
O-11071,2024-10-08,C-0275,P-044,Premium Puzzle 044,Toys,2,26.17
O-13925,2024-10-08,C-1015,P-022,Mini Coffee Maker 022,Home & Kitchen,3,114.59
O-10728,2024-10-08,C-0188,P-052,Smart Desk Pad 052,Office,3,23.31
O-13402,2024-10-08,C-0882,P-031,Compact Backpack 031,Sports & Outdoor,1,56.64
O-12578,2024-10-08,C-0664,P-028,Travel Running Belt 028,Sports & Outdoor,3,11.76
O-10613,2024-10-08,C-0163,P-049,Classic Plush Bear 049,Toys,3,88.12
O-10401,2024-10-08,C-0113,P-040,Family Skincare Set 040,Beauty,3,29.51
O-11007,2024-10-09,C-0259,P-011,Basic Mouse 011,Electronics,1,65.13
O-10138,2024-10-09,C-0038,P-009,Classic Power Bank 009,Electronics,2,69.24
O-12562,2024-10-09,C-0660,P-039,Premium Hair Dryer 039,Beauty,2,51.91
O-10643,2024-10-09,C-0169,P-025,Smart Yoga Mat 025,Sports & Outdoor,2,81.96
O-12994,2024-10-09,C-0773,P-040,Family Skincare Set 040,Beauty,3,29.55
O-10491,2024-10-09,C-0136,P-059,Basic Monitor Stand 059,Office,2,60.45
O-12192,2024-10-09,C-0565,P-011,Basic Mouse 011,Electronics,2,67.42
O-10733,2024-10-09,C-0189,P-032,Max Water Bottle 032,Sports & Outdoor,2,106.13
O-11448,2024-10-10,C-0383,P-029,Deluxe Tent 029,Sports & Outdoor,1,75.97
O-10094,2024-10-10,C-0023,P-005,Travel Mouse 005,Electronics,1,162.43
O-14128,2024-10-10,C-1071,P-048,Compact Puzzle 048,Toys,1,77.41
O-13056,2024-10-10,C-0786,P-020,Basic Kettle 020,Home & Kitchen,2,97.04
O-13803,2024-10-10,C-0981,P-031,Compact Backpack 031,Sports & Outdoor,1,53.19
O-10150,2024-10-10,C-0040,P-020,Basic Kettle 020,Home & Kitchen,2,93.7
O-14353,2024-10-10,C-1124,P-002,Basic Speaker 002,Electronics,3,93.63
O-13795,2024-10-10,C-0979,P-054,Mini Monitor Stand 054,Office,3,64.14
O-14359,2024-10-10,C-1125,P-004,Deluxe Webcam 004,Electronics,2,26.74
O-11229,2024-10-10,C-0326,P-029,Deluxe Tent 029,Sports & Outdoor,1,80.42
O-11707,2024-10-11,C-0443,P-002,Basic Speaker 002,Electronics,2,94.94
O-13023,2024-10-11,C-0779,P-052,Smart Desk Pad 052,Office,2,24.43
O-13584,2024-10-11,C-0929,P-022,Mini Coffee Maker 022,Home & Kitchen,1,119.39
O-14324,2024-10-11,C-1117,P-013,Deluxe Blender 013,Home & Kitchen,2,142.17
O-11623,2024-10-11,C-0425,P-025,Smart Yoga Mat 025,Sports & Outdoor,3,79.48
O-13143,2024-10-11,C-0809,P-016,Mini Coffee Maker 016,Home & Kitchen,1,45.83
O-13675,2024-10-11,C-0950,P-030,Mini Yoga Mat 030,Sports & Outdoor,2,35.59
O-10741,2024-10-11,C-0190,P-051,Mini Notebook Set 051,Office,2,50.38
O-12921,2024-10-11,C-0755,P-040,Family Skincare Set 040,Beauty,3,30.23
O-14302,2024-10-11,C-1113,P-032,Max Water Bottle 032,Sports & Outdoor,3,99.93
O-13819,2024-10-11,C-0985,P-022,Mini Coffee Maker 022,Home & Kitchen,2,121.07
O-12769,2024-10-11,C-0713,P-020,Basic Kettle 020,Home & Kitchen,3,93.45
O-12431,2024-10-11,C-0624,P-016,Mini Coffee Maker 016,Home & Kitchen,2,44.28
O-12481,2024-10-11,C-0636,P-016,Mini Coffee Maker 016,Home & Kitchen,2,45.17
O-12477,2024-10-12,C-0636,P-015,Basic Pan Set 015,Home & Kitchen,2,27.57
O-11224,2024-10-12,C-0322,P-021,Basic Pan Set 021,Home & Kitchen,3,8.76
O-11023,2024-10-12,C-0264,P-055,Max Chair Cushion 055,Office,3,156.98
O-11098,2024-10-12,C-0285,P-049,Classic Plush Bear 049,Toys,3,93.11
O-12534,2024-10-12,C-0650,P-005,Travel Mouse 005,Electronics,1,158.15
O-10666,2024-10-12,C-0172,P-024,Basic Organizer 024,Home & Kitchen,3,23.69
O-13738,2024-10-12,C-0965,P-041,Eco Trimmer 041,Beauty,1,100.83
O-12049,2024-10-12,C-0528,P-028,Travel Running Belt 028,Sports & Outdoor,2,11.51
O-14170,2024-10-12,C-1080,P-037,Deluxe Trimmer 037,Beauty,3,109.65
O-13168,2024-10-13,C-0814,P-047,Smart Building Set 047,Toys,2,136.54
O-11089,2024-10-13,C-0280,P-031,Compact Backpack 031,Sports & Outdoor,2,54.35
O-13751,2024-10-13,C-0968,P-051,Mini Notebook Set 051,Office,2,50.35
O-12550,2024-10-13,C-0656,P-001,Classic Headphones 001,Electronics,2,83.39
O-10098,2024-10-13,C-0024,P-041,Eco Trimmer 041,Beauty,3,105.49
O-14066,2024-10-13,C-1056,P-047,Smart Building Set 047,Toys,3,128.49
O-12709,2024-10-13,C-0698,P-014,Premium Kettle 014,Home & Kitchen,3,62.52
O-12016,2024-10-13,C-0521,P-012,Mini Keyboard 012,Electronics,1,34.04
O-13037,2024-10-13,C-0782,P-007,Smart Headphones 007,Electronics,2,78.27
O-13653,2024-10-13,C-0947,P-020,Basic Kettle 020,Home & Kitchen,3,93.84
O-11205,2024-10-13,C-0316,P-025,Smart Yoga Mat 025,Sports & Outdoor,1,83.98
O-10574,2024-10-14,C-0156,P-025,Smart Yoga Mat 025,Sports & Outdoor,1,81.83
O-12519,2024-10-14,C-0644,P-031,Compact Backpack 031,Sports & Outdoor,2,56.22
O-13772,2024-10-14,C-0971,P-018,Smart Organizer 018,Home & Kitchen,4,59.95
O-10092,2024-10-14,C-0023,P-041,Eco Trimmer 041,Beauty,1,102.7
O-10969,2024-10-14,C-0252,P-046,Smart Race Track 046,Toys,2,84.35
O-10866,2024-10-14,C-0223,P-004,Deluxe Webcam 004,Electronics,1,26.35
O-10788,2024-10-14,C-0202,P-030,Mini Yoga Mat 030,Sports & Outdoor,2,36.01
O-10964,2024-10-14,C-0250,P-053,Basic Pen Set 053,Office,1,158.04
O-13195,2024-10-14,C-0821,P-056,Pro Notebook Set 056,Office,1,108.01
O-11287,2024-10-15,C-0341,P-049,Classic Plush Bear 049,Toys,4,86.05
O-13175,2024-10-15,C-0815,P-005,Travel Mouse 005,Electronics,2,155.07
O-11833,2024-10-15,C-0478,P-050,Family Race Track 050,Toys,3,57.24
O-12592,2024-10-15,C-0668,P-037,Deluxe Trimmer 037,Beauty,4,113.54
O-11906,2024-10-15,C-0494,P-047,Smart Building Set 047,Toys,3,127.75
O-13707,2024-10-15,C-0959,P-016,Mini Coffee Maker 016,Home & Kitchen,4,44.73
O-10235,2024-10-15,C-0069,P-020,Basic Kettle 020,Home & Kitchen,3,96.53
O-12062,2024-10-15,C-0532,P-015,Basic Pan Set 015,Home & Kitchen,2,26.47
O-13186,2024-10-15,C-0819,P-052,Smart Desk Pad 052,Office,2,23.21
O-12273,2024-10-15,C-0584,P-024,Basic Organizer 024,Home & Kitchen,3,24.57
O-11619,2024-10-15,C-0424,P-001,Classic Headphones 001,Electronics,3,86.33
O-13181,2024-10-15,C-0816,P-060,Max Chair Cushion 060,Office,3,60.77
O-12520,2024-10-15,C-0644,P-003,Travel Power Bank 003,Electronics,3,136.34
O-13824,2024-10-16,C-0985,P-005,Travel Mouse 005,Electronics,3,160.26
O-10764,2024-10-16,C-0195,P-056,Pro Notebook Set 056,Office,4,104.88
O-12360,2024-10-16,C-0606,P-037,Deluxe Trimmer 037,Beauty,3,108.13
O-13715,2024-10-16,C-0961,P-002,Basic Speaker 002,Electronics,2,99.23
O-11962,2024-10-16,C-0508,P-025,Smart Yoga Mat 025,Sports & Outdoor,2,77.89
O-13835,2024-10-16,C-0990,P-059,Basic Monitor Stand 059,Office,2,59.48
O-10375,2024-10-16,C-0104,P-025,Smart Yoga Mat 025,Sports & Outdoor,3,78.54
O-12010,2024-10-16,C-0521,P-028,Travel Running Belt 028,Sports & Outdoor,3,11.2
O-11912,2024-10-16,C-0496,P-032,Max Water Bottle 032,Sports & Outdoor,3,100.06
O-12735,2024-10-16,C-0704,P-048,Compact Puzzle 048,Toys,3,78.7
O-14444,2024-10-17,C-1149,P-032,Max Water Bottle 032,Sports & Outdoor,1,102.87
O-12407,2024-10-17,C-0618,P-030,Mini Yoga Mat 030,Sports & Outdoor,3,36.59
O-14197,2024-10-17,C-1086,P-044,Premium Puzzle 044,Toys,3,24.85
O-13461,2024-10-17,C-0898,P-022,Mini Coffee Maker 022,Home & Kitchen,3,119.66
O-11009,2024-10-17,C-0260,P-008,Mini Speaker 008,Electronics,3,140.01
O-13135,2024-10-17,C-0807,P-014,Premium Kettle 014,Home & Kitchen,1,62.05
O-10487,2024-10-17,C-0135,P-021,Basic Pan Set 021,Home & Kitchen,3,9.22
O-14175,2024-10-17,C-1080,P-058,Smart Pen Set 058,Office,2,95.39
O-12531,2024-10-17,C-0649,P-048,Compact Puzzle 048,Toys,3,76.14
O-11567,2024-10-17,C-0410,P-031,Compact Backpack 031,Sports & Outdoor,3,55.82
O-10128,2024-10-17,C-0034,P-047,Smart Building Set 047,Toys,2,128.17
O-11185,2024-10-17,C-0312,P-050,Family Race Track 050,Toys,3,60.62
O-14280,2024-10-17,C-1106,P-031,Compact Backpack 031,Sports & Outdoor,3,57.06
O-13879,2024-10-18,C-1001,P-014,Premium Kettle 014,Home & Kitchen,1,62.97
O-11054,2024-10-18,C-0271,P-056,Pro Notebook Set 056,Office,3,107.18
O-10232,2024-10-18,C-0067,P-037,Deluxe Trimmer 037,Beauty,3,111.37
O-12719,2024-10-18,C-0699,P-030,Mini Yoga Mat 030,Sports & Outdoor,1,36.2
O-10404,2024-10-18,C-0114,P-018,Smart Organizer 018,Home & Kitchen,3,63.86
O-14527,2024-10-18,C-1174,P-006,Eco Keyboard 006,Electronics,3,134.35
O-10970,2024-10-18,C-0252,P-013,Deluxe Blender 013,Home & Kitchen,2,147.33
O-12420,2024-10-18,C-0621,P-020,Basic Kettle 020,Home & Kitchen,3,99.64
O-11310,2024-10-18,C-0346,P-053,Basic Pen Set 053,Office,2,151.29
O-14188,2024-10-18,C-1083,P-030,Mini Yoga Mat 030,Sports & Outdoor,1,35.83
O-12096,2024-10-18,C-0545,P-059,Basic Monitor Stand 059,Office,2,59.05
O-14289,2024-10-18,C-1108,P-059,Basic Monitor Stand 059,Office,3,58.28
O-13546,2024-10-18,C-0919,P-032,Max Water Bottle 032,Sports & Outdoor,3,99.42
O-12770,2024-10-18,C-0713,P-014,Premium Kettle 014,Home & Kitchen,2,64.94
O-10096,2024-10-18,C-0023,P-022,Mini Coffee Maker 022,Home & Kitchen,1,115.58
O-14060,2024-10-18,C-1055,P-003,Travel Power Bank 003,Electronics,2,136.24
O-13447,2024-10-19,C-0895,P-023,Max Lamp 023,Home & Kitchen,3,76.07
O-13632,2024-10-19,C-0943,P-059,Basic Monitor Stand 059,Office,3,56.86
O-11808,2024-10-19,C-0473,P-052,Smart Desk Pad 052,Office,1,24.53
O-10320,2024-10-19,C-0091,P-045,Classic Plush Bear 045,Toys,2,34.53
O-10193,2024-10-19,C-0054,P-015,Basic Pan Set 015,Home & Kitchen,4,26.69
O-13498,2024-10-19,C-0909,P-028,Travel Running Belt 028,Sports & Outdoor,1,11.56
O-10275,2024-10-19,C-0080,P-018,Smart Organizer 018,Home & Kitchen,1,61.68
O-13315,2024-10-19,C-0855,P-026,Premium Backpack 026,Sports & Outdoor,2,132.44
O-12372,2024-10-20,C-0609,P-015,Basic Pan Set 015,Home & Kitchen,1,25.97
O-11654,2024-10-20,C-0433,P-053,Basic Pen Set 053,Office,3,146.99
O-11388,2024-10-20,C-0368,P-042,Compact Mirror 042,Beauty,1,166.97
O-11648,2024-10-20,C-0431,P-018,Smart Organizer 018,Home & Kitchen,1,60.46
O-12781,2024-10-20,C-0715,P-059,Basic Monitor Stand 059,Office,3,59.44
O-12658,2024-10-20,C-0685,P-060,Max Chair Cushion 060,Office,2,60.65
O-13758,2024-10-20,C-0970,P-037,Deluxe Trimmer 037,Beauty,2,110.16
O-11767,2024-10-20,C-0460,P-050,Family Race Track 050,Toys,2,60.63
O-13663,2024-10-20,C-0949,P-050,Family Race Track 050,Toys,2,59.54
O-14260,2024-10-20,C-1102,P-031,Compact Backpack 031,Sports & Outdoor,4,57.07
O-11075,2024-10-20,C-0275,P-010,Basic Webcam 010,Electronics,3,162.15
O-10661,2024-10-20,C-0172,P-020,Basic Kettle 020,Home & Kitchen,1,99.19
O-12747,2024-10-20,C-0707,P-009,Classic Power Bank 009,Electronics,2,73.52
O-12887,2024-10-21,C-0745,P-008,Mini Speaker 008,Electronics,3,137.35
O-10648,2024-10-21,C-0170,P-027,Travel Water Bottle 027,Sports & Outdoor,2,88.57
O-13003,2024-10-21,C-0776,P-032,Max Water Bottle 032,Sports & Outdoor,2,102.19
O-12764,2024-10-21,C-0711,P-008,Mini Speaker 008,Electronics,1,140.81
O-12270,2024-10-21,C-0584,P-044,Premium Puzzle 044,Toys,3,24.96
O-12969,2024-10-21,C-0767,P-029,Deluxe Tent 029,Sports & Outdoor,1,79.29
O-10997,2024-10-21,C-0257,P-016,Mini Coffee Maker 016,Home & Kitchen,3,43.23
O-12217,2024-10-21,C-0572,P-053,Basic Pen Set 053,Office,1,155.34
O-10726,2024-10-21,C-0187,P-058,Smart Pen Set 058,Office,3,97.22
O-11384,2024-10-21,C-0365,P-059,Basic Monitor Stand 059,Office,3,56.45
O-13279,2024-10-21,C-0840,P-028,Travel Running Belt 028,Sports & Outdoor,3,11.87
O-10761,2024-10-21,C-0194,P-022,Mini Coffee Maker 022,Home & Kitchen,2,120.04
O-10388,2024-10-21,C-0109,P-050,Family Race Track 050,Toys,1,56.4
O-11990,2024-10-21,C-0513,P-052,Smart Desk Pad 052,Office,4,23.62
O-10196,2024-10-21,C-0054,P-047,Smart Building Set 047,Toys,2,133.28
O-13822,2024-10-21,C-0985,P-007,Smart Headphones 007,Electronics,2,73.59
O-10821,2024-10-21,C-0210,P-048,Compact Puzzle 048,Toys,2,77.97
O-11921,2024-10-22,C-0498,P-042,Compact Mirror 042,Beauty,2,165.29
O-13773,2024-10-22,C-0972,P-026,Premium Backpack 026,Sports & Outdoor,3,129.28
O-10424,2024-10-22,C-0119,P-055,Max Chair Cushion 055,Office,3,148.08
O-12872,2024-10-22,C-0741,P-023,Max Lamp 023,Home & Kitchen,3,81.67
O-13719,2024-10-22,C-0961,P-060,Max Chair Cushion 060,Office,3,61.45
O-12253,2024-10-22,C-0580,P-050,Family Race Track 050,Toys,2,60.35
O-10876,2024-10-22,C-0225,P-043,Max Building Set 043,Toys,2,67.17
O-11972,2024-10-22,C-0510,P-048,Compact Puzzle 048,Toys,1,77.23
O-13945,2024-10-22,C-1019,P-020,Basic Kettle 020,Home & Kitchen,1,95.2
O-13424,2024-10-22,C-0890,P-008,Mini Speaker 008,Electronics,1,141.17
O-11921,2024-10-22,C-0498,P-042,Compact Mirror 042,Beauty,2,165.29
O-13314,2024-10-22,C-0854,P-026,Premium Backpack 026,Sports & Outdoor,2,134.17
O-13227,2024-10-22,C-0829,P-030,Mini Yoga Mat 030,Sports & Outdoor,4,36.05
O-11101,2024-10-22,C-0286,P-031,Compact Backpack 031,Sports & Outdoor,1,53.36
O-13445,2024-10-22,C-0894,P-041,Eco Trimmer 041,Beauty,3,100.23
O-11194,2024-10-22,C-0314,P-007,Smart Headphones 007,Electronics,3,74.41
O-11034,2024-10-23,C-0268,P-060,Max Chair Cushion 060,Office,3,60.35
O-13394,2024-10-23,C-0881,P-034,Family Tent 034,Sports & Outdoor,2,27.61
O-11925,2024-10-23,C-0499,P-002,Basic Speaker 002,Electronics,4,93.94
O-13688,2024-10-23,C-0954,P-017,Deluxe Lamp 017,Home & Kitchen,3,141.7
O-12831,2024-10-23,C-0730,P-052,Smart Desk Pad 052,Office,3,23.47
O-12358,2024-10-23,C-0605,P-060,Max Chair Cushion 060,Office,4,61.76
O-14431,2024-10-23,C-1144,P-056,Pro Notebook Set 056,Office,3,102.9
O-11478,2024-10-23,C-0392,P-056,Pro Notebook Set 056,Office,2,107.49
O-12974,2024-10-23,C-0767,P-010,Basic Webcam 010,Electronics,3,161.81
O-11400,2024-10-23,C-0371,P-059,Basic Monitor Stand 059,Office,2,56.96
O-12832,2024-10-23,C-0730,P-014,Premium Kettle 014,Home & Kitchen,2,60.54
O-12517,2024-10-23,C-0644,P-032,Max Water Bottle 032,Sports & Outdoor,1,102.65
O-10593,2024-10-23,C-0158,P-022,Mini Coffee Maker 022,Home & Kitchen,2,117.78
O-13088,2024-10-23,C-0794,P-011,Basic Mouse 011,Electronics,3,67.44
O-11790,2024-10-23,C-0467,P-046,Smart Race Track 046,Toys,3,80.91
O-10428,2024-10-24,C-0120,P-021,Basic Pan Set 021,Home & Kitchen,1,8.99
O-12285,2024-10-24,C-0587,P-016,Mini Coffee Maker 016,Home & Kitchen,3,45.99
O-12821,2024-10-24,C-0727,P-025,Smart Yoga Mat 025,Sports & Outdoor,3,79.81
O-13856,2024-10-24,C-0995,P-055,Max Chair Cushion 055,Office,3,149.31
O-12133,2024-10-24,C-0552,P-053,Basic Pen Set 053,Office,1,148.52
O-10936,2024-10-24,C-0242,P-016,Mini Coffee Maker 016,Home & Kitchen,1,44.02
O-12355,2024-10-24,C-0604,P-053,Basic Pen Set 053,Office,3,156.02
O-10171,2024-10-24,C-0045,P-032,Max Water Bottle 032,Sports & Outdoor,1,105.23
O-13000,2024-10-24,C-0774,P-019,Smart Blender 019,Home & Kitchen,3,59.59
O-11217,2024-10-24,C-0321,P-002,Basic Speaker 002,Electronics,1,95.31
O-14187,2024-10-24,C-1083,P-031,Compact Backpack 031,Sports & Outdoor,2,53.66
O-11173,2024-10-24,C-0310,P-042,Compact Mirror 042,Beauty,1,171.23
O-11907,2024-10-24,C-0494,P-032,Max Water Bottle 032,Sports & Outdoor,2,105.82
O-12285,2024-10-24,C-0587,P-016,Mini Coffee Maker 016,Home & Kitchen,3,45.99
O-12451,2024-10-24,C-0630,P-004,Deluxe Webcam 004,Electronics,1,25.43
O-11676,2024-10-24,C-0436,P-019,Smart Blender 019,Home & Kitchen,1,61.01
O-10345,2024-10-24,C-0098,P-013,Deluxe Blender 013,Home & Kitchen,2,141.26
O-12440,2024-10-24,C-0628,P-016,Mini Coffee Maker 016,Home & Kitchen,2,45.07
O-12363,2024-10-24,C-0608,P-006,Eco Keyboard 006,Electronics,1,130.2
O-13749,2024-10-24,C-0967,P-036,Classic Skincare Set 036,Beauty,1,31.35
O-13889,2024-10-25,C-1004,P-046,Smart Race Track 046,Toys,2,80.58
O-13732,2024-10-25,C-0964,P-042,Compact Mirror 042,Beauty,3,177.6
O-12868,2024-10-25,C-0741,P-052,Smart Desk Pad 052,Office,1,24.05
O-13105,2024-10-25,C-0799,P-038,Classic Mirror 038,Beauty,3,60.66
O-12333,2024-10-25,C-0598,P-028,Travel Running Belt 028,Sports & Outdoor,2,11.25
O-11106,2024-10-25,C-0287,P-028,Travel Running Belt 028,Sports & Outdoor,2,11.75
O-13889,2024-10-25,C-1004,P-046,Smart Race Track 046,Toys,2,80.58
O-13701,2024-10-25,C-0958,P-035,Classic Hair Dryer 035,Beauty,4,112.56
O-11333,2024-10-25,C-0351,P-030,Mini Yoga Mat 030,Sports & Outdoor,2,36.11
O-13681,2024-10-25,C-0951,P-060,Max Chair Cushion 060,Office,2,60.09
O-14425,2024-10-25,C-1142,P-042,Compact Mirror 042,Beauty,1,164.64
O-10840,2024-10-25,C-0217,P-026,Premium Backpack 026,Sports & Outdoor,2,129.57
O-12427,2024-10-25,C-0622,P-057,Max Desk Pad 057,Office,2,94.45
O-13490,2024-10-26,C-0907,P-046,Smart Race Track 046,Toys,2,80.92
O-13466,2024-10-26,C-0899,P-060,Max Chair Cushion 060,Office,1,60.25
O-11074,2024-10-26,C-0275,P-049,Classic Plush Bear 049,Toys,2,86.77
O-13439,2024-10-26,C-0894,P-002,Basic Speaker 002,Electronics,2,96.34
O-10022,2024-10-26,C-0005,P-052,Smart Desk Pad 052,Office,3,23.57
O-11072,2024-10-26,C-0275,P-022,Mini Coffee Maker 022,Home & Kitchen,3,113.89
O-12998,2024-10-26,C-0774,P-028,Travel Running Belt 028,Sports & Outdoor,4,11.41
O-11378,2024-10-26,C-0365,P-006,Eco Keyboard 006,Electronics,3,128.93
O-12127,2024-10-26,C-0551,P-048,Compact Puzzle 048,Toys,2,75.22
O-12947,2024-10-26,C-0763,P-041,Eco Trimmer 041,Beauty,2,103.71
O-13086,2024-10-26,C-0794,P-026,Premium Backpack 026,Sports & Outdoor,2,129.06
O-13893,2024-10-26,C-1004,P-016,Mini Coffee Maker 016,Home & Kitchen,3,45.98
O-11544,2024-10-26,C-0406,P-035,Classic Hair Dryer 035,Beauty,4,119.02
O-10476,2024-10-26,C-0132,P-049,Classic Plush Bear 049,Toys,3,88.84
O-12551,2024-10-26,C-0656,P-012,Mini Keyboard 012,Electronics,2,33.04
O-10479,2024-10-26,C-0133,P-035,Classic Hair Dryer 035,Beauty,1,117.06
O-13516,2024-10-26,C-0912,P-003,Travel Power Bank 003,Electronics,4,139.19
O-13192,2024-10-26,C-0820,P-041,Eco Trimmer 041,Beauty,3,107.44
O-13659,2024-10-26,C-0948,P-026,Premium Backpack 026,Sports & Outdoor,1,133.42
O-14253,2024-10-26,C-1101,P-056,Pro Notebook Set 056,Office,1,104.16
O-13545,2024-10-26,C-0916,P-032,Max Water Bottle 032,Sports & Outdoor,4,102.13
O-13966,2024-10-27,C-1026,P-040,Family Skincare Set 040,Beauty,3,28.9
O-11026,2024-10-27,C-0265,P-046,Smart Race Track 046,Toys,2,84.12
O-11350,2024-10-27,C-0356,P-058,Smart Pen Set 058,Office,3,92.9
O-12455,2024-10-27,C-0631,P-053,Basic Pen Set 053,Office,2,147.89
O-10042,2024-10-27,C-0009,P-031,Compact Backpack 031,Sports & Outdoor,2,56.51
O-10129,2024-10-27,C-0034,P-022,Mini Coffee Maker 022,Home & Kitchen,2,117.68
O-10809,2024-10-27,C-0209,P-051,Mini Notebook Set 051,Office,1,51.29
O-10252,2024-10-27,C-0075,P-030,Mini Yoga Mat 030,Sports & Outdoor,2,36.33
O-13430,2024-10-27,C-0892,P-022,Mini Coffee Maker 022,Home & Kitchen,1,116.87
O-11886,2024-10-27,C-0491,P-025,Smart Yoga Mat 025,Sports & Outdoor,3,84.38
O-13817,2024-10-27,C-0984,P-054,Mini Monitor Stand 054,Office,1,63.19
O-14125,2024-10-27,C-1071,P-011,Basic Mouse 011,Electronics,3,66.08
O-14006,2024-10-27,C-1038,P-014,Premium Kettle 014,Home & Kitchen,3,63.13
O-11395,2024-10-27,C-0369,P-007,Smart Headphones 007,Electronics,2,79.46
O-13434,2024-10-27,C-0892,P-018,Smart Organizer 018,Home & Kitchen,3,62.58
O-12680,2024-10-27,C-0688,P-022,Mini Coffee Maker 022,Home & Kitchen,2,112.89
